Player,Z_FG%,Z_FT%,Z_3PT,Z_REB,Z_AST,Z_STL,Z_BLK,Z_TOV,Z_PTS,Z_AVG
Nikola Vucevic,0.2856023142809447,-0.11655751360371185,-0.26350944958004147,2.0903629768802654,0.15907430622519247,-0.23828788049689956,0.595534573244871,0.261677918783634,0.6464656183005647,0.3800403182260911
Pascal Siakam,-0.06342548109524265,0.09020757272412748,0.35651278472593867,0.9057976329738053,0.06310187411346245,0.33246153386693167,0.595534573244871,-0.6147553020227956,1.6308864102742322,0.3662579554228145
Deandre Ayton,2.072024148679495,-0.04343327575606135,-1.6068909572429981,2.169333999807362,-0.7046775827803771,-0.5236625876788148,1.1627103572876056,-0.23914106453432674,0.9804655298630587,0.3629698408494381
LeBron James,0.7547256951629169,-1.2915883700521644,0.45984982377693495,0.708370075656063,2.798316189297765,0.6178362410488476,-0.16069980547877452,-2.2424169978061674,1.5957285248466009,0.3600134862724468
Mitchell Robinson,3.0515537679610527,-2.055610579287961,-1.6068909572429981,0.8663121215102568,-1.2805121754507562,0.04708682668501571,3.6204720881394543,1.5137253770785348,-0.9707971113704605,0.35392659533579324
Bradley Beal,-0.014636649483517535,1.0332580884145166,1.2865461361849082,-0.6736228255681392,0.638936466783842,0.6178362410488476,-0.5388169948405978,-1.4911885228292274,2.2461494052577744,0.34494014944093415
Trae Young,-0.7802460070828963,1.7165914834735951,1.8032313314398916,-0.6341373141045915,2.798316189297765,0.33246153386693167,-1.105992778883332,-3.4944644561010683,2.316465176113036,0.3280250175577035
Brandon Ingram,-0.03340158471879642,1.0080428339842924,1.0798720580829155,0.07660189223928421,0.3990053865045172,-0.23828788049689956,0.028358789202136667,-1.3659837769997367,1.8418337228400175,0.31067127118197013
Jamal Murray,-0.4237122376125973,1.5299986006899353,0.873197979980922,-0.6341373141045915,0.7349088988955715,0.33246153386693167,-0.727875589521509,-0.489550556193306,1.4375180404222616,0.29253437293595763
Fred VanVleet,-1.2831462713883703,0.8037992730994754,1.0798720580829155,-0.9105358943494317,1.406715923677681,2.0447097769584257,-0.727875589521509,-0.23914106453432674,0.34762359216570093,0.28022464491006227
Devin Booker,0.12047088421049046,1.862839959168896,0.9765350190319183,-0.6736228255681392,1.4547021397335458,-0.23828788049689956,-0.727875589521509,-2.6180312352946378,2.3516230615406664,0.27870594808937016
Tobias Harris,0.2555784179044985,0.7609333405680939,0.873197979980922,0.4319714954112221,-0.2248154222217275,-0.8090372948607308,-0.3497584001596861,0.3868826646131242,1.1386760142873977,0.27373653283590155
John Collins,1.8768688222325944,0.11542282715435179,-0.47018352768203453,1.1427107017550977,-0.7526637988362418,-1.0944120020426467,0.973651762606694,0.0112684271246542,0.628886675586749,0.27017220976657985
Otto Porter Jr.,0.01914023393998447,0.18602553955897982,0.45984982377693495,0.03711638077573571,-0.512732718556917,1.473960362594594,-0.16069980547877452,1.0129063937605747,-0.10942891839350127,0.2673485879975124
T.J. Warren,0.8748212806687017,0.3272309643682359,0.04650166757294882,-0.5551662911774938,-0.8486362309479714,0.6178362410488476,-0.16069980547877452,0.7624969021015948,1.3320443841393683,0.26626990136616197
Gordon Hayward,0.33063815884561404,0.8996172399343277,0.35651278472593867,0.1950584266299304,0.446991602560382,-0.23828788049689956,-0.5388169948405978,0.0112684271246542,0.9101497590077969,0.2636812803879052
Kyle Lowry,-1.0467080874238566,1.0483872410726511,1.183209097133912,-0.4367097567868483,2.0305367324039247,0.9032109482307634,-0.5388169948405978,-0.9903695395112667,0.11909733688610016,0.25242633079608695
Jrue Holiday,-0.2248039241186411,-0.562867517018682,0.35651278472593867,-0.4367097567868483,1.6466470039570058,1.75933506977651,0.21741738388304827,-1.240779031170246,0.7167813891558263,0.24794815582265686
Ben Simmons,1.8243270035738135,-2.607824651309873,-1.6068909572429981,0.9452831444373546,2.5103988929625745,2.330084484140342,0.4064759785639595,-1.9920075061471871,0.36520253487951676,0.24167210265083364
Kelly Oubre Jr.,-0.6001026288242189,-0.05099785208512864,0.873197979980922,0.2345439380934789,-0.8486362309479714,0.9032109482307634,0.21741738388304827,0.3868826646131242,1.0507813007183204,0.24069972262914868
D'Angelo Russell,-0.7502221107064501,0.3902691004437967,1.906568370490889,-0.6341373141045915,1.7906056521246,0.6178362410488476,-0.727875589521509,-1.9920075061471871,1.419939097708446,0.22455288237076015
Jusuf Nurkic,0.6383830967041877,-0.615819551322153,-1.6068909572429981,2.2483050227344594,-0.03287055799826753,0.33246153386693167,1.72988614133034,-0.9903695395112667,0.294886764024255,0.22199688362060982
Zion Williamson,2.3572511642557337,-1.846323967517099,-1.090205761988015,1.1032251902915486,-0.4647465025010523,0.6178362410488476,0.4064759785639595,-1.240779031170246,2.1230968062610653,0.21842556858274914
Russell Westbrook,-0.2510748334480315,-0.43426971942453807,-0.47018352768203453,0.9057976329738053,2.4624126769067103,1.75933506977651,-0.727875589521509,-2.8684407269536183,1.5605706394189693,0.2151412913384737
Bam Adebayo,1.6404306382680804,-0.7545034506883869,-1.6068909572429981,1.537565816390584,0.3030329543927872,0.33246153386693167,0.973651762606694,-0.6147553020227956,0.08393945145846869,0.2105480496699295
Donovan Mitchell,-0.7389631495652828,0.9021387653773502,1.183209097133912,-0.6736228255681392,0.351019170448652,0.6178362410488476,-0.727875589521509,-0.9903695395112667,1.8242547801262017,0.19418077221875174
Zach LaVine,-0.5888436676830515,0.3474031679124154,1.3898831752359055,-0.4367097567868483,0.446991602560382,1.1885856554126781,-0.3497584001596861,-1.8668027603176962,1.5957285248466009,0.19183083789118888
Kemba Walker,-0.9528834112474621,1.2148079203121316,1.3898831752359055,-0.9105358943494317,0.7349088988955715,0.04708682668501571,-0.5388169948405978,-0.23914106453432674,0.8749918735801655,0.18003348108188577
Andre Drummond,1.0774825812097137,-2.9784888914341705,-1.5035539181920015,3.6302979239586612,-0.5607189346127818,1.1885856554126781,1.72988614133034,-1.1155742853407562,0.11909733688610016,0.17633484546864256
Christian Wood,1.5541119361857976,-0.4821787028419643,-0.36684648863103825,1.2216817246821947,-0.9446086630597018,-0.8090372948607308,0.973651762606694,0.0112684271246542,0.4179393630209627,0.17510911824742972
Danilo Gallinari,-0.5963496417771631,1.8905767390421429,1.183209097133912,-0.04185464215136198,-0.512732718556917,-0.8090372948607308,-0.9169341842024206,0.6372921562721047,0.628886675586749,0.1625617984984794
Richaun Holmes,2.3497451901616224,0.12046587804039663,-1.6068909572429981,0.5504280298018676,-1.1365535272831615,-0.23828788049689956,1.1627103572876056,1.0129063937605747,-0.8125866269461207,0.15577076189809855
Jonas Valanciunas,1.801809081291479,-0.24767683664087822,-1.090205761988015,2.2483050227344594,-0.7526637988362418,-1.665161416406478,0.973651762606694,0.13647317295414438,-0.03911314753823958,0.15171311979743604
LaMarcus Aldridge,0.6533950448924108,0.6575507974041743,-0.9868687229370184,0.6688845641925137,-0.5607189346127818,-1.3797867092245626,1.1627103572876056,0.6372921562721047,0.5058340765900401,0.15092140331827628
Donte DiVincenzo,-0.277345742777422,-0.22750463309669877,0.5631868628279322,0.07660189223928421,-0.2248154222217275,2.0447097769584257,-0.5388169948405978,0.5120874104426144,-0.6543761425217816,0.14152522300111434
Myles Turner,-0.16475613136574863,-0.33845175258968574,-0.36684648863103825,0.3924859839476736,-0.9925948791155667,-0.5236625876788148,3.0532963040967194,0.7624969021015948,-0.5664814289527041,0.13949843575693663
Delon Wright,-0.4349711987537646,0.009518758547409687,-0.26350944958004147,-0.27876771093265296,0.638936466783842,1.75933506977651,-0.3497584001596861,0.5120874104426144,-0.35553411638691845,0.13748186997081252
Michael Porter Jr.,0.33063815884561404,0.09020757272412748,0.6665239018789284,0.5109425183383198,-0.8966224470038365,-0.5236625876788148,0.21741738388304827,0.5120874104426144,0.2597288785966235,0.12969564333629163
Victor Oladipo,-0.7877519811770078,-0.0030888686677024665,0.35651278472593867,-0.4367097567868483,0.446991602560382,2.0447097769584257,-0.3497584001596861,-0.7399600478522863,0.5585709047314873,0.12105733492585585
Domantas Sabonis,1.366462583833009,-0.7545034506883869,-1.2968798400900081,2.6036746259063963,0.6869226828397068,-0.5236625876788148,-0.3497584001596861,-1.1155742853407562,0.4179393630209627,0.11495785462693581
Jaren Jackson Jr.,-0.08969639042463308,-0.28045666740016983,0.873197979980922,-0.35773873385975063,-0.9446086630597018,-0.5236625876788148,1.9189447360112506,0.13647317295414438,0.294886764024255,0.11414884561638908
Hassan Whiteside,1.9481755761266544,-2.131256342578634,-1.6068909572429981,2.3272760456615575,-1.1365535272831615,-1.3797867092245626,3.0532963040967194,0.3868826646131242,-0.44342882995599586,0.11307935824585595
Al Horford,0.037905169175263355,0.052384691078791006,-0.26350944958004147,0.4319714954112221,0.3990053865045172,-0.5236625876788148,0.7845931679257827,0.6372921562721047,-0.5489024862388884,0.11189750476332626
Brandon Clarke,2.222143630561726,0.28184350639383215,-1.090205761988015,0.3135149610205766,-0.8486362309479714,-1.0944120020426467,0.595534573244871,1.0129063937605747,-0.4258498872421801,0.10742657586230747
Mikal Bridges,0.24431945676333114,0.4608718128484247,-0.36684648863103825,-0.7131083370316885,-0.6087051506686466,2.0447097769584257,-0.16069980547877452,1.1381111395900647,-1.076270767653353,0.10693129296630503
DeMar DeRozan,0.48075764072784516,1.018128935756382,-1.2968798400900081,-0.16031117654200747,1.1187986273424915,0.04708682668501571,-0.727875589521509,-0.6147553020227956,1.0859391861459518,0.10565436760904065
DeMarcus Cousins,-0.007130675389405976,-0.45192039752569513,-0.5735205667330318,1.1427107017550977,0.15907430622519247,0.9032109482307634,1.1627103572876056,-1.3659837769997367,-0.021534204824423846,0.10529074355848511
Mike Conley,-1.035449126282689,0.8189284257576098,0.7698609409299247,-1.028992428740078,1.358729707621816,0.33246153386693167,-0.9169341842024206,0.0112684271246542,0.5937287901591175,0.10040023180387404
Draymond Green,-0.5738317194948284,-0.2703705656280801,-0.5735205667330318,0.5899135412654168,1.7906056521246,1.473960362594594,0.595534573244871,-0.9903695395112667,-1.1641654812224305,0.09752847295998274
Lauri Markkanen,-0.8928356184945696,0.9626553760098885,0.873197979980922,0.8663121215102568,-0.8486362309479714,-0.5236625876788148,-0.16069980547877452,0.261677918783634,0.3124657067380707,0.09449720671362687
De'Aaron Fox,0.07543503964582114,-0.7645895524604764,-0.36684648863103825,-0.6736228255681392,1.8865780842363304,1.75933506977651,-0.3497584001596861,-1.7415980144882066,0.9804655298630587,0.08948871580157486
Clint Capela,2.7888446746671485,-2.244724987514643,-1.6068909572429981,1.419109281999938,-1.0405810951714314,-0.8090372948607308,1.9189447360112506,0.6372921562721047,-0.26763940281784104,0.08836856792697748
Kevin Love,-0.5663257454007168,1.0483872410726511,0.9765350190319183,1.537565816390584,-0.3207878543334571,-1.0944120020426467,-0.727875589521509,-0.36434581036381636,0.2773078213104393,0.08511654401593856
Malcolm Brogdon,-0.4912660044596013,1.439223684741128,-0.05683537147804841,-0.23928219946910517,1.9345643002921953,-0.5236625876788148,-0.9169341842024206,-0.865164793681777,0.4706761911624099,0.08347989280288508
Marcus Smart,-1.5796322481057767,0.4608718128484247,0.6665239018789284,-0.8710503828858825,0.7349088988955715,2.0447097769584257,-0.3497584001596861,0.13647317295414438,-0.601639314380335,0.0712674686670905
Jerami Grant,0.3006142624691678,-0.9209241299278672,0.1498387066239451,0.4319714954112221,-0.9925948791155667,-0.5236625876788148,0.973651762606694,1.1381111395900647,-0.03911314753823958,0.057543624715622826
Dejounte Murray,-0.0859434033775773,0.08768604728110503,-1.090205761988015,0.2740294495570274,0.446991602560382,2.330084484140342,-0.5388169948405978,-0.23914106453432674,-0.8125866269461207,0.04134419242802429
CJ McCollum,-0.5100309396948802,0.059949267407858296,1.0798720580829155,-0.7525938484952369,0.15907430622519247,-0.5236625876788148,-0.3497584001596861,0.13647317295414438,1.0332023580045047,0.03694726518288857
Nerlens Noel,1.6704545346445268,-0.11907903904673428,-1.6068909572429981,-0.16031117654200747,-1.1845397433390261,0.33246153386693167,1.72988614133034,1.1381111395900647,-1.4805864500711092,0.035500664798887534
Brook Lopez,-0.5250428878831033,0.08768604728110503,0.1498387066239451,-0.5551662911774938,-0.8966224470038365,-1.0944120020426467,2.8642377094158085,1.0129063937605747,-0.7246919133770433,0.03541481284414553
Eric Bledsoe,0.161753741728104,0.1683748614578228,-0.16017241052904474,-0.5551662911774938,0.9268537631190316,0.9032109482307634,-0.5388169948405978,-0.6147553020227956,-0.003955262110608734,0.03192522820613124
Ja Morant,0.24056646971627538,0.2541067265205854,-0.26350944958004147,-0.7525938484952369,2.2704678126832496,0.04708682668501571,-0.727875589521509,-2.1172122519766776,1.2793075559979223,0.025593805781064835
Buddy Hield,-0.7277041884241153,0.9374401215796642,1.6998942923888953,-0.5946518026410423,-0.36877407038932186,-0.23828788049689956,-0.727875589521509,-0.11393631870483598,0.3124657067380707,0.019841141169878465
Tyrese Haliburton,-0.5250428878831033,0.4608718128484247,0.2531757456749419,-0.3972242453232991,0.9748399791748963,1.1885856554126781,-0.5388169948405978,-0.7399600478522863,-0.6367971998079658,0.004403535267076548
Josh Richardson,-0.9228595148710158,0.4608718128484247,0.5631868628279322,-0.9105358943494317,0.06310187411346245,0.33246153386693167,0.028358789202136667,0.13647317295414438,0.1542552223137304,-0.01052068234374278
Davis Bertans,-0.5775847065418842,0.5541682542402547,1.8032313314398916,-0.6341373141045915,-0.8486362309479714,-1.0944120020426467,-0.16069980547877452,1.1381111395900647,-0.35553411638691845,-0.019499272248063963
Tyler Herro,-0.8665647091651792,0.6449431701890622,1.3898831752359055,-0.5156807797139453,-0.12884299010999709,-0.23828788049689956,-0.9169341842024206,0.13647317295414438,0.2421499358828078,-0.028095676602946856
John Wall,-0.6901743179535575,-0.6864222637267812,-0.26350944958004147,-0.9895069172765287,2.4624126769067103,1.1885856554126781,0.21741738388304827,-1.9920075061471871,0.48825513387622566,-0.0294388449561593
Thomas Bryant,1.34769764859773,-0.24767683664087822,-0.9868687229370184,0.9057976329738053,-0.5607189346127818,-1.665161416406478,0.7845931679257827,0.5120874104426144,-0.3906920018145493,-0.03343800583019704
Ricky Rubio,-1.1855686081649202,0.8970957144913053,-0.36684648863103825,-0.6341373141045915,1.9345643002921953,1.473960362594594,-0.9169341842024206,-0.9903695395112667,-0.5137446008112575,-0.033553373116377766
Malik Beasley,-0.29611067801270086,0.16081028512875553,1.8032313314398916,-0.9895069172765287,-0.8006500148921066,-0.23828788049689956,-0.9169341842024206,0.8877016479310844,-0.05669209025205469,-0.04960427784810882
Larry Nance Jr.,0.8185264749628651,-0.7217236199290952,-0.8835316838860217,0.6688845641925137,-0.512732718556917,0.6178362410488476,-0.3497584001596861,1.0129063937605747,-1.1290075957947996,-0.05317781604019093
Jaylen Brown,0.2518254308574427,-0.9133595535987998,0.5631868628279322,0.1160874037028334,-0.6087051506686466,0.33246153386693167,-0.5388169948405978,-0.36434581036381636,0.681623503728195,-0.05333808605428062
Steven Adams,2.0607651875383275,-2.993618044092305,-1.6068909572429981,1.4585947934634864,-0.6566913667245118,0.6178362410488476,0.7845931679257827,0.3868826646131242,-0.5489024862388884,-0.055270088856570546
Chris Boucher,-0.1384852220363582,0.38018299867170696,-0.7801946448350249,0.2740294495570274,-1.3284983915066213,-1.0944120020426467,1.72988614133034,1.5137253770785348,-1.0938497103671687,-0.05973511157224566
Daniel Theis,1.0136818014097655,-0.013174970439792188,-1.1935428010390114,0.2345439380934789,-0.8486362309479714,-1.0944120020426467,1.1627103572876056,1.263315885419555,-1.1993233666500613,-0.07498193210100866
Ivica Zubac,1.68546648283275,-0.24767683664087822,-1.6068909572429981,1.3006527476092917,-0.9446086630597018,-1.9505361235883938,0.973651762606694,1.0129063937605747,-0.9180602832290139,-0.07723283077240838
Jeremy Lamb,-0.4499831469419877,0.707981306264623,-0.36684648863103825,-0.5156807797139453,-0.6087051506686466,0.33246153386693167,-0.3497584001596861,1.0129063937605747,-0.46100777266981097,-0.0776258338769984
Rui Hachimura,0.17676568991632716,0.6146848648727931,-0.9868687229370184,0.3135149610205766,-0.7046775827803771,0.04708682668501571,-1.105992778883332,1.0129063937605747,-0.10942891839350127,-0.08244547408210462
Evan Fournier,-0.36366444485970484,0.5390391015821201,0.873197979980922,-1.1869344745942718,-0.03287055799826753,0.04708682668501571,-0.9169341842024206,0.0112684271246542,0.2597288785966235,-0.08556471640948103
Devonte' Graham,-1.7372577040821195,0.3171448625961462,1.6998942923888953,-1.028992428740078,1.8385918681804658,-0.23828788049689956,-0.9169341842024206,-0.9903695395112667,0.2597288785966235,-0.08849798169673927
Serge Ibaka,0.7697376433511399,-0.06864853018628568,-0.47018352768203453,0.7478555871196108,-0.9925948791155667,-1.665161416406478,0.7845931679257827,0.261677918783634,-0.1797446892487636,-0.09027430282877347
Kevin Huerter,-0.9716483464827409,0.24402062474849573,0.873197979980922,-0.6341373141045915,0.20706052228105726,0.04708682668501571,-0.3497584001596861,0.261677918783634,-0.5313235435250733,-0.09486930353255191
Bojan Bogdanovic,-0.14974418317752555,1.2072433439830643,0.9765350190319183,-0.7131083370316885,-0.6566913667245118,-0.8090372948607308,-1.105992778883332,-0.11393631870483598,0.48825513387622566,-0.09738630916571292
Patrick Williams,0.08294101373993269,-0.48722175372800913,-0.36684648863103825,-0.3182532223962022,-0.8006500148921066,0.6178362410488476,0.4064759785639595,1.0129063937605747,-1.0411128822257223,-0.09932497052886267
DeAndre Jordan,2.1508368766676664,-1.0343927748638766,-1.6068909572429981,2.20881951127091,-0.7046775827803771,-1.665161416406478,0.4064759785639595,0.3868826646131242,-1.1290075957947996,-0.1096794773303188
Alec Burks,-1.1705566599766972,1.2627169037295578,-0.05683537147804841,-0.27876771093265296,0.20706052228105726,0.04708682668501571,-0.3497584001596861,0.7624969021015948,-1.4278496219296626,-0.11160073440883574
Jarrett Allen,1.9894584336442678,-1.553827016126497,-1.6068909572429981,1.1821962132186463,-0.9925948791155667,-1.3797867092245626,1.3517689519685168,0.8877016479310844,-0.882902397801383,-0.11165296808316581
Lonzo Ball,-1.1668036729296414,-1.7858073568845607,0.6665239018789284,0.1160874037028334,1.6466470039570058,1.473960362594594,-0.16069980547877452,-1.1155742853407562,-0.7071129706632282,-0.11475326879595545
Terrence Ross,-1.0617200356120797,0.8138853748715651,0.9765350190319183,-1.028992428740078,-0.9446086630597018,0.04708682668501571,-0.727875589521509,1.1381111395900647,-0.25006046010402533,-0.11529320187320333
Wendell Carter Jr.,0.567076342810128,-0.47461412651289697,-1.4002168791410048,1.419109281999938,-0.8966224470038365,-0.5236625876788148,0.7845931679257827,0.13647317295414438,-0.6719550852355967,-0.11775768443135075
Aaron Gordon,-0.6901743179535575,-0.9990914186615625,0.04650166757294882,0.6688845641925137,0.06310187411346245,-0.5236625876788148,0.028358789202136667,0.13647317295414438,0.18941310774136183,-0.12002168316859632
Derrick White,-0.17976807955397175,0.9323970706936193,-0.5735205667330318,-0.9500214058129802,0.15907430622519247,-0.8090372948607308,0.4064759785639595,0.7624969021015948,-0.8653234550875674,-0.12413628271821286
Duncan Robinson,-0.12722626089519085,0.4633933382914472,2.1132424485928825,-1.0684779402036257,-0.9446086630597018,-1.3797867092245626,-0.9169341842024206,1.263315885419555,-0.5313235435250733,-0.1253784032007434
Marvin Bagley III,0.4132038738808412,-0.3359302271466633,-0.9868687229370184,0.984768655900903,-1.1365535272831615,-1.0944120020426467,0.595534573244871,0.261677918783634,0.1366762795999159,-0.12910035311103613
Montrezl Harrell,2.1808607730441127,-2.000137019541467,-1.6068909572429981,0.2740294495570274,-0.8006500148921066,-0.8090372948607308,0.973651762606694,0.3868826646131242,0.22457099316899332,-0.13074662706081674
Kendrick Nunn,-0.4950189915066571,0.6625938482902192,0.6665239018789284,-1.226419986057821,0.06310187411346245,-0.23828788049689956,-0.9169341842024206,0.261677918783634,0.013623680603207,-0.13434886873270524
Justin Holiday,-0.9941662687650755,0.4633933382914472,0.45984982377693495,-0.9105358943494317,-0.8486362309479714,0.9032109482307634,-0.3497584001596861,1.1381111395900647,-1.076270767653353,-0.13497803466514527
Terry Rozier,-1.1142618542708604,1.0483872410726511,0.6665239018789284,-0.7131083370316885,0.11108809016932766,-0.23828788049689956,-0.9169341842024206,0.13647317295414438,-0.1973236319625787,-0.13527149798771068
Dewayne Dedmon,-0.11596729975402353,0.052384691078791006,-0.6768576057840281,0.5899135412654168,-1.0885673112272962,-0.23828788049689956,0.7845931679257827,0.6372921562721047,-1.1817444239362462,-0.13747121829515535
Dennis Schroder,-0.5775847065418842,0.5339960506960753,0.1498387066239451,-0.9105358943494317,1.2627572755100867,-0.5236625876788148,-0.9169341842024206,-0.6147553020227956,0.34762359216570093,-0.13880633886661545
Blake Griffin,-0.8665647091651792,-0.1972463277804296,0.6665239018789284,0.35300047248412436,0.7349088988955715,-1.0944120020426467,-0.5388169948405978,-1.3659837769997367,1.0156234152906902,-0.14366301358658615
Markelle Fultz,0.1504947805869367,-0.2098539549955418,-0.9868687229370184,-0.8315648714223347,1.1667848433983563,1.1885856554126781,-0.9169341842024206,-0.489550556193306,-0.37311305910073356,-0.14466889660593157
Seth Curry,0.24431945676333114,0.6625938482902192,0.9765350190319183,-1.305391008984918,-0.7046775827803771,-0.8090372948607308,-0.9169341842024206,0.8877016479310844,-0.46100777266981097,-0.1584330968313005
Lou Williams,-1.1105088672238048,1.3156689380330286,0.2531757456749419,-1.1869344745942718,1.0228261952307618,-0.5236625876788148,-0.9169341842024206,-0.9903695395112667,0.681623503728195,-0.16167947450485015
Marc Gasol,-0.6939273050006134,0.027169436648566702,-0.36684648863103825,0.1950584266299304,0.06310187411346245,-0.5236625876788148,0.4064759785639595,0.3868826646131242,-0.9707971113704605,-0.1640605680124315
Miles Bridges,-0.6714093827182787,0.08768604728110503,-0.05683537147804841,-0.04185464215136198,-0.7526637988362418,-0.5236625876788148,0.21741738388304827,0.7624969021015948,-0.5489024862388884,-0.16974754842620954
Andrew Wiggins,-0.48376003036548976,-0.509915482715211,0.04650166757294882,-0.4761952682503961,-0.2728016382775923,-0.23828788049689956,0.21741738388304827,-0.11393631870483598,0.294886764024255,-0.17067675592557474
Killian Hayes,-0.967895359435685,1.2551523274004905,0.1498387066239451,-1.0684779402036257,0.8308813310073011,0.33246153386693167,-0.727875589521509,-0.7399600478522863,-0.601639314380335,-0.17083492805497474
Aaron Nesmith,-0.4762540562713782,0.9878706304401128,1.0798720580829155,-1.1869344745942718,-0.6087051506686466,-0.8090372948607308,-0.5388169948405978,0.6372921562721047,-0.7071129706632282,-0.18020289967819114
JaVale McGee,1.9444225890795985,-0.8452783666371942,-1.6068909572429981,0.03711638077573571,-1.3284983915066213,-1.3797867092245626,1.72988614133034,1.1381111395900647,-1.3399549083605853,-0.18343034246624693
JJ Redick,-0.5363018490242706,1.3887931758806793,1.2865461361849082,-1.3843620319120151,-0.6087051506686466,-1.665161416406478,-0.9169341842024206,0.8877016479310844,-0.12700786110731702,-0.18615905925827514
Obi Toppin,0.3381441329397256,-0.978919215117383,-0.16017241052904474,0.07660189223928421,-0.8006500148921066,-0.5236625876788148,0.7845931679257827,-0.23914106453432674,-0.1797446892487636,-0.18699453209951636
Aron Baynes,0.08294101373993269,-0.16698802246416047,-0.36684648863103825,0.7873410985831599,-0.6566913667245118,-1.665161416406478,0.4064759785639595,0.5120874104426144,-0.6192182570941507,-0.18734000555451918
